,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Pickup Lat,Pickup Long,Destination Lat,Destination Long,No_Of_Orders,Age,Average_Rating,No_of_Ratings,User Id (num),Rider Id (num),Time from Pickup to Arrival
19664,3,Business,15,1,09:46:08,15,1,09:47:09,15,1,09:55:08,15,1,10:02:23,15,1,10:14:46,5,,-1.316961,36.820337,-1.2942764,36.7969749,2608,1798,13.2,504,2066,720,743
19665,3,Business,6,5,11:55:02,6,5,11:55:29,6,5,12:00:33,6,5,12:44:12,6,5,13:03:55,17,20.3,-1.2816233999999997,36.8239846,-1.3632162,36.9108253,2169,1236,14.2,589,552,397,1183
19666,3,Business,22,5,14:24:10,22,5,14:32:25,22,5,14:40:30,22,5,14:49:33,22,5,15:07:18,9,31.0,-1.2551895,36.7822034,-1.2955333999999998,36.7742857,2481,752,14.3,322,3686,247,1065
19667,3,Business,7,4,14:28:21,7,4,14:28:39,7,4,14:34:23,7,4,14:47:18,7,4,15:06:56,8,27.8,-1.2551895,36.7822034,-1.3040024,36.808296999999996,523,491,12.8,40,1469,267,1178
19668,3,Business,29,1,15:55:23,29,1,16:14:43,29,1,16:28:14,29,1,16:31:41,29,1,16:58:59,2,24.3,-1.2891921999999998,36.825189,-1.2761677,36.81855,4321,1323,14.2,1259,1336,522,1638
19669,3,Business,7,4,12:29:48,7,4,12:32:09,7,4,12:45:28,7,4,12:49:06,7,4,13:10:12,5,24.2,-1.2765736,36.851364600000004,-1.28878,36.8168312,178,490,13.0,24,2587,513,1266
19670,3,Business,12,5,16:35:55,12,5,16:38:06,12,5,16:47:32,12,5,16:52:03,12,5,17:14:15,5,26.4,-1.2726389999999999,36.794723,-1.2857524,36.819680600000005,191,278,14.7,19,3647,506,1332
19671,3,Business,15,3,15:16:33,15,3,15:17:10,15,3,15:23:35,15,3,15:41:47,15,3,15:51:37,4,21.7,-1.273009,36.802807,-1.2866011999999998,36.8195691,4712,1109,14.1,1015,1856,281,590
19672,3,Business,4,2,11:26:25,4,2,11:26:47,4,2,11:26:55,4,2,11:29:26,4,2,12:09:56,11,20.4,-1.3228003000000002,36.8306435,-1.2638185,36.7930057,7204,1909,13.3,354,393,39,2430
19673,3,Business,25,1,13:53:58,25,1,13:54:59,25,1,14:06:34,25,1,14:07:48,25,1,14:14:58,2,30.2,-1.2584143,36.8048002,-1.2620912,36.8013562,293,305,14.5,36,2956,318,430
19674,3,Business,5,5,13:33:24,5,5,13:33:56,5,5,13:40:01,5,5,13:46:32,5,5,13:52:08,2,27.6,-1.2551895,36.7822034,-1.2668093,36.7966542,1687,548,13.8,297,2216,952,336
19675,3,Business,21,1,10:34:16,21,1,10:34:54,21,1,10:38:37,21,1,10:42:13,21,1,11:09:34,7,25.3,-1.2608993,36.799246000000004,-1.2989933999999999,36.813669399999995,1275,497,14.8,119,2383,205,1641
19676,3,Business,26,2,11:35:01,26,2,11:35:30,26,2,11:40:57,26,2,11:44:23,26,2,12:07:51,11,,-1.2991441000000001,36.7528804,-1.3004062,36.829741,248,1393,13.5,92,633,494,1408
19677,3,Business,23,3,16:31:35,23,3,16:32:39,23,3,16:39:09,23,3,16:45:50,23,3,17:01:47,5,24.3,-1.2584143,36.8048002,-1.279395,36.825364,5098,1850,14.4,1971,3404,490,957
19678,3,Business,28,5,07:46:04,28,5,09:54:31,28,5,09:56:56,28,5,10:11:46,28,5,10:19:18,4,20.7,-1.3177546999999998,36.8303703,-1.3004062,36.829741,483,645,13.5,31,393,731,452
19679,3,Business,29,5,14:02:13,29,5,14:23:41,29,5,14:37:41,29,5,14:41:38,29,5,14:56:45,5,28.9,-1.2980228999999999,36.78865,-1.2949455,36.8195238,626,307,13.5,54,3186,564,907
19680,3,Business,26,5,14:52:46,26,5,15:07:32,26,5,15:10:51,26,5,15:13:55,26,5,15:33:03,8,,-1.2794780000000001,36.8304521,-1.2571472,36.795063299999995,788,572,14.2,72,186,237,1148
19681,3,Business,29,4,16:24:07,29,4,16:24:34,29,4,16:33:44,29,4,16:49:24,29,4,17:03:29,4,20.8,-1.2965045,36.7913036,-1.3009676000000001,36.7657189,903,824,14.0,122,136,427,845
19682,3,Business,8,4,12:26:47,8,4,13:02:17,8,4,13:13:19,8,4,13:34:33,8,4,14:09:42,20,27.4,-1.2551895,36.7822034,-1.3251247,36.899592600000005,1434,1111,14.1,257,2216,932,2109
19683,3,Personal,17,1,10:40:32,17,1,10:41:54,17,1,10:59:33,17,1,11:04:10,17,1,11:19:00,9,25.2,-1.2967403999999998,36.7361755,-1.2796191000000001,36.7995343,1450,872,13.8,329,3769,88,890
19684,3,Business,21,4,14:19:09,21,4,14:19:23,21,4,14:19:40,21,4,14:34:15,21,4,14:51:32,10,31.1,-1.3081376,36.83297720000001,-1.2602337,36.79905479999999,326,321,13.3,39,635,459,1037
19685,1,Personal,3,4,09:56:07,3,4,10:03:45,3,4,10:16:12,3,4,10:30:45,3,4,11:07:37,7,17.5,-1.2877645,36.837853499999994,-1.2562366000000003,36.8038565,560,981,13.4,164,2466,549,2212
19686,3,Business,13,3,14:05:07,13,3,14:05:20,13,3,14:11:38,13,3,14:23:48,13,3,14:38:46,7,29.3,-1.2626574,36.8014034,-1.3014732,36.7781201,1465,719,14.3,130,1687,622,898
19687,3,Business,14,3,14:37:17,14,3,14:45:12,14,3,14:49:53,14,3,15:30:01,14,3,15:37:46,6,25.9,-1.3004062,36.829741,-1.3177546999999998,36.8303703,638,878,14.0,173,3149,744,465
19688,3,Business,26,6,14:47:52,26,6,14:48:42,26,6,15:02:03,26,6,15:28:16,26,6,15:40:46,5,28.1,-1.3097597,36.8316597,-1.31471,36.8110941,6868,2489,13.9,2104,3074,925,750
19689,3,Business,15,3,09:36:13,15,3,09:36:24,15,3,09:36:38,15,3,09:46:15,15,3,10:00:08,4,,-1.2551895,36.7822034,-1.2728058,36.8049903,1209,305,14.1,145,3465,291,833
19690,3,Business,16,2,08:46:38,16,2,08:46:56,16,2,08:47:28,16,2,09:42:02,16,2,10:01:21,10,,-1.2991441000000001,36.7528804,-1.2638185,36.7930057,886,283,14.5,113,1500,855,1159
19691,3,Business,26,1,11:27:52,26,1,12:03:01,26,1,12:26:29,26,1,12:55:26,26,1,13:29:21,3,22.8,-1.290894,36.822971,-1.3012618999999999,36.821369700000005,5664,2014,13.6,1264,2200,614,2035
19692,3,Business,7,4,14:10:56,7,4,14:11:58,7,4,14:12:01,7,4,14:34:57,7,4,14:40:57,7,27.5,-1.3004062,36.829741,-1.2616841,36.801999,2008,2292,12.9,364,1363,137,360
19693,3,Business,4,2,15:37:21,4,2,15:53:59,4,2,16:13:46,4,2,16:18:14,4,2,16:46:51,5,22.5,-1.2736695,36.8028996,-1.3023305,36.826051899999996,6926,2469,13.9,2008,760,539,1717
19694,3,Business,11,2,14:57:45,11,2,14:59:11,11,2,15:08:43,11,2,16:37:02,11,2,17:16:43,20,21.1,-1.2571472,36.795063299999995,-1.3632162,36.9108253,2880,953,13.8,346,2627,828,2381
19695,1,Personal,23,6,11:07:11,23,6,11:07:53,23,6,11:17:37,23,6,11:27:01,23,6,11:41:02,5,,-1.2994194,36.7647917,-1.3012780000000002,36.7934817,779,873,14.2,89,2086,208,841
19696,3,Business,15,3,14:19:04,15,3,14:40:40,15,3,14:54:45,15,3,15:14:11,15,3,15:34:27,9,21.7,-1.307143,36.825009,-1.2600926000000001,36.8088685,532,740,14.0,44,3291,179,1216
19697,3,Business,19,2,12:52:32,19,2,12:53:18,19,2,12:59:26,19,2,13:02:45,19,2,13:29:16,14,27.5,-1.265715,36.823815,-1.293515,36.897607,3229,2406,13.2,1167,2271,110,1591
19698,3,Business,28,2,11:34:51,28,2,11:35:13,28,2,11:36:31,28,2,11:42:29,28,2,11:55:30,7,21.2,-1.2663631000000002,36.8163329,-1.2297799999999999,36.836215,467,315,13.3,58,60,341,781
19699,3,Business,29,1,14:46:45,29,1,14:47:42,29,1,14:58:00,29,1,15:04:17,29,1,15:12:02,4,,-1.2726389999999999,36.794723,-1.2609186000000001,36.7938342,1963,1091,13.9,576,3647,315,465
19700,3,Business,22,3,12:02:36,22,3,12:04:19,22,3,12:10:16,22,3,12:42:35,22,3,12:43:38,7,23.1,-1.2638185,36.7930057,-1.2770708,36.8231093,1202,576,13.4,105,1500,436,63
19701,3,Business,3,6,14:24:40,3,6,14:26:31,3,6,14:28:32,3,6,15:16:17,3,6,15:44:03,8,22.4,-1.3027293,36.766197399999996,-1.3165542,36.700067,3178,830,13.5,759,187,774,1666
19702,3,Personal,13,4,14:34:55,13,4,14:35:07,13,4,14:42:01,13,4,14:47:35,13,4,15:16:03,14,22.3,-1.2946581,36.779292100000006,-1.3231725,36.864017700000005,1275,497,14.8,119,701,205,1708
19703,3,Business,25,3,11:23:17,25,3,11:23:29,25,3,11:23:35,25,3,11:42:02,25,3,12:05:57,11,,-1.331619,36.847976,-1.293515,36.897607,1936,1436,14.2,610,2271,900,1435
19704,3,Business,21,1,17:19:34,21,1,17:19:49,21,1,17:23:49,21,1,17:34:59,21,1,18:46:42,27,,-1.300921,36.828195,-1.2500868,37.0109232,705,874,14.3,176,265,116,4303
19705,3,Business,28,5,14:48:56,28,5,14:50:31,28,5,14:58:21,28,5,15:05:25,28,5,15:29:21,14,25.6,-1.3015700000000001,36.7871,-1.329424,36.862726,362,910,13.4,109,1424,100,1436
19706,3,Business,14,4,10:37:49,14,4,10:38:07,14,4,10:42:50,14,4,10:51:14,14,4,11:33:02,24,23.9,-1.3244885,36.897791999999995,-1.3107918,36.761794,903,356,14.2,108,1271,411,2508
19707,3,Business,12,1,17:16:40,12,1,17:26:33,12,1,17:46:34,12,1,17:50:22,12,1,18:35:33,11,23.6,-1.238874,36.807889,-1.2967701999999999,36.8040381,2385,1276,13.3,559,1062,108,2711
19708,3,Personal,17,3,10:36:01,17,3,10:36:09,17,3,10:37:04,17,3,11:13:54,17,3,11:52:00,18,25.3,-1.2861764999999998,36.8209086,-1.335477,36.930829700000004,5082,1525,14.2,1064,3554,942,2286
19709,2,Personal,29,5,15:57:15,29,5,16:00:53,29,5,16:49:19,29,5,16:51:00,29,5,17:15:25,7,20.4,-1.2755226,36.7811904,-1.2649605,36.798177700000004,1926,994,13.8,482,2039,536,1465
19710,3,Business,7,4,09:05:56,7,4,09:06:18,7,4,09:12:39,7,4,09:48:01,7,4,10:15:46,12,19.3,-1.2384056,36.8718698,-1.295748,36.834246,411,460,14.3,56,2132,75,1665
19711,3,Personal,1,3,11:08:56,1,3,11:09:45,1,3,11:19:14,1,3,11:35:45,1,3,12:21:25,18,19.9,-1.2614329,36.8094365,-1.1800438,36.885822999999995,2034,1234,13.8,552,1221,107,2740
19712,3,Business,3,5,12:57:20,3,5,12:57:24,3,5,12:57:41,3,5,13:02:15,3,5,13:22:37,6,21.5,-1.3052491000000002,36.8223899,-1.2721466000000001,36.8155359,3187,1538,14.3,1048,3355,293,1222
19713,3,Business,28,1,13:25:10,28,1,13:26:09,28,1,13:27:39,28,1,13:55:21,28,1,14:29:36,9,26.3,-1.32943,36.894242999999996,-1.3251409,36.886934499999995,1188,2154,13.2,154,722,800,2055
19714,3,Business,23,2,08:56:56,23,2,08:57:10,23,2,08:57:24,23,2,10:28:19,23,2,10:28:21,14,,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,6978,1990,13.3,413,393,10,2
19715,3,Business,21,1,11:07:31,21,1,11:08:09,21,1,11:33:35,21,1,11:38:18,21,1,12:22:17,16,19.9,-1.2883354,36.81648846,-1.3194525,36.6983896,1340,2075,13.5,300,1687,455,2639
19716,3,Business,22,2,15:32:08,22,2,15:32:31,22,2,15:37:54,22,2,15:49:41,22,2,15:55:13,2,25.5,-1.2584143,36.8048002,-1.2571472,36.795063299999995,2362,891,14.4,438,1809,167,332
19717,3,Business,25,2,11:25:09,25,2,11:26:31,25,2,11:43:27,25,2,11:47:44,25,2,12:26:08,13,23.9,-1.2551895,36.7822034,-1.3318059,36.8359596,2312,1082,14.1,370,3686,279,2304
19718,3,Business,17,4,13:17:28,17,4,13:40:29,17,4,13:57:35,17,4,14:13:26,17,4,14:18:54,4,28.0,-1.3077869,36.844320700000004,-1.3004062,36.829741,4695,2158,14.0,895,1209,714,328
19719,1,Personal,11,4,15:13:18,11,4,15:36:04,11,4,15:47:40,11,4,15:51:21,11,4,16:14:01,10,26.6,-1.2619924,36.82266729999999,-1.2675333999999998,36.7658246,2853,1618,14.2,1030,1250,406,1360
19720,3,Business,22,2,15:42:05,22,2,15:42:12,22,2,15:45:25,22,2,15:50:51,22,2,17:09:04,14,25.8,-1.2285834999999998,36.882646799999996,-1.3244885,36.897791999999995,730,740,13.8,71,3491,882,4693
19721,1,Personal,7,1,09:48:52,7,1,09:54:22,7,1,10:01:03,7,1,10:12:28,7,1,10:31:43,10,18.5,-1.3250048,36.869718799999994,-1.285029,36.824926,1912,2245,14.3,581,1800,478,1155
19722,3,Business,30,2,09:04:31,30,2,09:05:15,30,2,09:21:43,30,2,09:28:06,30,2,09:44:11,8,,-1.304735,36.784605400000004,-1.3112499,36.8278836,526,286,13.6,70,248,177,965
19723,3,Business,24,5,16:23:38,24,5,17:26:36,24,5,18:02:31,24,5,18:16:49,24,5,18:45:25,11,20.0,-1.273056,36.811298,-1.3170773999999998,36.856955,903,824,14.0,122,1329,427,1716
19724,1,Personal,2,6,13:06:44,2,6,13:07:35,2,6,13:35:47,2,6,13:50:40,2,6,14:36:18,21,24.1,-1.3285987,36.903742799999996,-1.1985673000000001,36.836368799999995,921,985,13.5,192,2106,765,2738
19725,3,Business,22,6,14:26:20,22,6,14:31:50,22,6,14:32:53,22,6,14:57:05,22,6,15:07:16,5,26.0,-1.2584143,36.8048002,-1.279395,36.825364,5525,2145,13.7,1364,3404,779,611
19726,2,Personal,4,6,08:47:21,4,6,08:47:46,4,6,09:22:29,4,6,09:52:46,4,6,10:24:07,15,15.7,-1.2827651000000002,36.843383100000004,-1.2606665000000001,36.7473715,3464,1304,13.4,950,2924,95,1881
19727,3,Business,23,5,12:10:42,23,5,12:11:54,23,5,12:25:56,23,5,12:32:41,23,5,12:42:03,3,24.2,-1.2571472,36.795063299999995,-1.2753108999999998,36.8130185,2775,2575,14.2,522,540,840,562
19728,3,Personal,23,1,15:15:21,23,1,15:15:40,23,1,15:23:06,23,1,15:24:33,23,1,15:52:55,3,,-1.2603014,36.8069828,-1.2606445,36.8185586,1591,801,14.1,187,2706,519,1702
19729,3,Business,12,2,11:05:11,12,2,11:05:56,12,2,11:16:35,12,2,11:20:34,12,2,11:59:15,11,24.3,-1.2551895,36.7822034,-1.3004371000000001,36.743036,635,674,12.0,35,496,328,2321
19730,3,Business,23,5,19:14:00,23,5,19:21:50,23,5,19:41:47,23,5,19:48:31,23,5,20:13:31,5,20.4,-1.2958783,36.7928125,-1.2877809999999998,36.817865999999995,442,1375,13.2,80,1882,554,1500
19731,3,Business,29,6,13:45:19,29,6,13:46:25,29,6,13:59:47,29,6,14:18:19,29,6,14:18:24,5,26.5,-1.263709,36.8293799,-1.2584143,36.8048002,3431,1512,14.2,1073,3201,845,5
19732,3,Business,8,2,15:39:56,8,2,15:44:44,8,2,15:45:50,8,2,16:01:19,8,2,16:31:27,14,25.2,-1.3167113000000001,36.8301563,-1.2991441000000001,36.7528804,3837,2018,14.1,786,393,188,1808
19733,2,Business,11,5,13:06:23,11,5,13:07:30,11,5,13:12:55,11,5,13:17:17,11,5,13:41:49,8,20.6,-1.2559559999999999,36.789867,-1.2858511000000001,36.7946184,125,940,13.5,48,2503,729,1472
19734,3,Business,16,3,10:10:53,16,3,10:11:35,16,3,10:24:41,16,3,10:30:19,16,3,10:43:33,7,19.8,-1.2825816,36.8092346,-1.2571472,36.795063299999995,833,460,13.1,67,186,26,794
19735,3,Business,5,2,15:02:04,5,2,15:02:28,5,2,15:05:50,5,2,15:26:59,5,2,15:44:43,8,,-1.2551895,36.7822034,-1.2947278999999998,36.780382,192,308,13.2,21,3686,885,1064
19736,3,Business,3,4,12:23:39,3,4,12:24:03,3,4,12:56:46,3,4,12:58:29,3,4,12:58:35,3,21.8,-1.2559559999999999,36.789867,-1.25537,36.7756,2212,1447,14.2,542,242,408,6
19737,3,Business,14,1,15:25:21,14,1,15:39:24,14,1,15:39:40,14,1,16:36:12,14,1,16:36:22,4,23.2,-1.3177546999999998,36.8303703,-1.3004062,36.829741,7142,2132,13.2,388,393,515,10
19738,3,Personal,27,1,15:59:42,27,1,15:59:52,27,1,16:09:12,27,1,16:23:43,27,1,16:47:38,5,23.2,-1.2615888000000002,36.7928732,-1.2598848999999999,36.8219979,488,273,14.4,45,252,868,1435
19739,3,Business,7,3,10:10:35,7,3,10:10:51,7,3,10:13:26,7,3,10:20:04,7,3,10:52:01,24,,-1.257028,36.7810435,-1.3632421000000001,36.9183909,705,740,14.1,111,1976,387,1917
19740,3,Business,4,2,16:02:52,4,2,16:13:35,4,2,16:18:27,4,2,16:27:11,4,2,17:13:36,13,22.3,-1.2571472,36.795063299999995,-1.302453,36.8668919,1574,2273,13.6,209,2212,162,2785
19741,3,Business,19,1,10:28:37,19,1,11:33:26,19,1,11:40:05,19,1,11:54:37,19,1,12:16:30,12,24.6,-1.3271374,36.8495534,-1.2649605,36.798177700000004,751,576,14.2,62,2987,675,1313
19742,2,Personal,24,2,10:07:06,24,2,10:07:15,24,2,10:08:49,24,2,10:22:39,24,2,10:32:45,3,14.1,-1.2738167,36.8157821,-1.2617458000000001,36.825144099999996,1450,872,13.8,329,792,88,606
19743,1,Personal,5,4,15:58:12,5,4,16:04:14,5,4,16:15:31,5,4,16:17:39,5,4,16:44:08,10,22.0,-1.2560221999999999,36.7886679,-1.299313,36.78314879999999,1337,875,14.2,243,2934,726,1589
19744,3,Business,15,1,13:15:54,15,1,13:16:37,15,1,13:25:49,15,1,13:32:12,15,1,13:52:34,11,,-1.2941648000000001,36.7977315,-1.32189,36.8589727,3333,892,14.2,505,1724,263,1222
19745,2,Personal,25,6,11:38:58,25,6,11:51:30,25,6,12:29:12,25,6,12:36:10,25,6,13:05:30,18,,-1.300215,36.6942878,-1.2677559999999999,36.794266,3616,2094,14.2,913,1743,832,1760
19746,3,Business,22,5,15:47:55,22,5,15:49:23,22,5,16:06:19,22,5,16:07:39,22,5,16:58:45,11,27.1,-1.2551895,36.7822034,-1.3233496,36.8139159,1242,623,14.0,106,3686,928,3066
19747,3,Business,27,3,09:06:30,27,3,09:07:33,27,3,09:07:46,27,3,09:40:34,27,3,09:51:20,6,,-1.2571472,36.795063299999995,-1.2857671,36.7875614,2761,1749,13.2,673,928,446,646
19748,3,Business,18,4,17:10:48,18,4,17:11:56,18,4,17:32:10,18,4,17:39:27,18,4,18:04:52,12,,-1.3193233,36.840990999999995,-1.3472066,36.7692638,197,328,13.7,19,1372,154,1525
19749,3,Business,7,2,11:44:35,7,2,11:45:11,7,2,11:54:15,7,2,12:14:39,7,2,12:40:38,10,,-1.3167113000000001,36.8301563,-1.2690834,36.7994156,398,266,14.0,29,3149,910,1559
19750,3,Business,24,3,16:04:12,24,3,16:04:38,24,3,16:13:32,24,3,16:16:40,24,3,17:10:41,18,,-1.3210188999999999,36.841055100000005,-1.2153260000000001,36.891993799999995,333,286,13.7,46,2066,233,3241
19751,3,Business,23,6,15:53:50,23,6,15:58:48,23,6,15:59:37,23,6,16:07:45,23,6,16:14:29,1,,-1.28878,36.8168312,-1.279395,36.825364,235,307,13.7,27,3560,763,404
19752,3,Business,12,1,15:33:16,12,1,15:35:15,12,1,15:40:19,12,1,15:49:44,12,1,16:23:48,22,26.9,-1.2571472,36.795063299999995,-1.374163,36.913444,2311,872,14.1,533,496,770,2044
19753,3,Business,12,2,14:04:12,12,2,14:06:02,12,2,14:43:29,12,2,14:53:31,12,2,15:17:13,5,,-1.2897399,36.8270975,-1.2696908000000002,36.81519,1220,339,14.6,119,2207,448,1422
19754,2,Personal,9,2,10:51:54,9,2,11:44:35,9,2,11:57:53,9,2,12:06:42,9,2,12:24:47,6,22.0,-1.2536209999999999,36.7991917,-1.2896398999999998,36.812449799999996,721,635,14.4,69,2490,38,1085
19755,3,Business,3,1,14:12:42,3,1,14:35:47,3,1,14:49:29,3,1,15:30:47,3,1,15:38:47,6,23.3,-1.2886923000000001,36.8241519,-1.2527958000000001,36.8003131,1209,305,14.1,145,1075,291,480
19756,3,Business,26,2,16:11:04,26,2,16:11:25,26,2,16:13:01,26,2,16:54:22,26,2,17:11:59,7,28.6,-1.2571472,36.795063299999995,-1.2857246999999998,36.789429299999995,6815,2455,13.9,2149,2344,445,1057
19757,3,Business,14,5,14:47:29,14,5,14:48:16,14,5,14:55:55,14,5,15:05:09,14,5,15:17:30,7,22.9,-1.2825816,36.8092346,-1.2571472,36.795063299999995,231,139,14.5,25,186,788,741
19758,3,Business,13,3,09:35:46,13,3,09:37:10,13,3,09:48:03,13,3,09:50:07,13,3,10:02:41,5,20.0,-1.2551895,36.7822034,-1.2711982,36.824019899999996,293,305,14.5,36,2763,318,754
19759,3,Business,29,3,15:00:18,29,3,15:02:52,29,3,15:03:08,29,3,15:25:12,29,3,15:48:02,11,21.0,-1.3228003000000002,36.8306435,-1.2638185,36.7930057,615,341,14.7,30,517,349,1370
19760,3,Business,4,1,13:55:09,4,1,13:56:05,4,1,14:06:00,4,1,14:18:12,4,1,14:33:01,6,28.8,-1.3052491000000002,36.8223899,-1.2897215,36.7945959,1608,1806,13.5,626,3355,210,889
19761,3,Business,13,4,12:03:44,13,4,12:04:11,13,4,12:04:35,13,4,12:34:58,13,4,12:51:48,10,22.1,-1.300921,36.828195,-1.2602337,36.79905479999999,3544,1285,14.3,1024,635,595,1010
19762,3,Business,13,3,10:32:25,13,3,10:33:26,13,3,10:42:11,13,3,10:52:25,13,3,11:13:24,10,,-1.2649605,36.798177700000004,-1.3015197,36.7658456,293,305,14.5,36,2330,318,1259
19763,3,Business,19,3,13:11:41,19,3,14:13:19,19,3,14:20:52,19,3,14:41:02,19,3,14:55:56,5,24.3,-1.3167113000000001,36.8301563,-1.3077869,36.844320700000004,3969,2311,14.2,722,393,914,894
19764,3,Business,6,4,10:29:29,6,4,10:46:18,6,4,11:08:15,6,4,11:18:31,6,4,11:47:40,14,24.2,-1.2551895,36.7822034,-1.329568,36.8520825,625,479,13.6,38,2532,48,1749
19765,3,Business,2,6,10:14:03,2,6,10:14:40,2,6,10:26:13,2,6,10:42:37,2,6,10:50:01,2,27.4,-1.2969741000000001,36.7856612,-1.2963097,36.7688221,1450,872,13.8,329,3035,88,444
19766,3,Business,14,4,11:05:51,14,4,11:06:09,14,4,11:19:23,14,4,11:33:08,14,4,11:54:03,12,23.9,-1.228911,36.881876,-1.2600926000000001,36.8088685,5421,2059,13.6,1288,3291,260,1255
19767,3,Business,29,3,15:14:11,29,3,15:18:54,29,3,15:33:46,29,3,15:45:04,29,3,16:16:46,11,21.1,-1.2915246999999999,36.805575700000006,-1.2687407,36.7373043,123,130,14.8,24,2330,429,1902
19768,3,Business,7,4,14:58:36,7,4,16:37:43,7,4,16:56:59,7,4,17:10:45,7,4,17:56:24,14,29.4,-1.207546,36.7913976,-1.2232123,36.8932547,903,1992,14.6,254,1502,830,2739
19769,3,Business,28,4,12:09:22,28,4,12:25:00,28,4,12:54:51,28,4,12:58:40,28,4,13:46:26,12,23.7,-1.2600926000000001,36.8088685,-1.228911,36.881876,228,268,15.0,30,2069,306,2866
19770,3,Business,29,4,15:10:42,29,4,15:14:15,29,4,15:14:28,29,4,15:32:01,29,4,15:53:52,9,24.9,-1.3080091999999999,36.8284543,-1.2708331,36.790419299999996,1714,1980,13.2,357,3320,268,1311
19771,3,Business,5,2,10:43:45,5,2,10:44:14,5,2,10:53:19,5,2,10:56:00,5,2,11:22:13,15,23.4,-1.2551895,36.7822034,-1.207546,36.7913976,4618,1470,13.9,1343,733,40,1573
19772,3,Business,10,5,13:20:04,10,5,13:20:22,10,5,13:39:18,10,5,13:54:28,10,5,14:34:07,17,21.9,-1.2154586,36.8830064,-1.3052491000000002,36.8223899,766,1210,14.1,218,3355,415,2379
19773,3,Business,24,5,10:17:12,24,5,10:17:26,24,5,10:22:51,24,5,10:31:38,24,5,11:09:37,16,18.1,-1.300921,36.828195,-1.2094552,36.807328600000005,536,157,13.7,55,435,158,2279
19774,3,Business,14,4,12:44:24,14,4,12:46:05,14,4,12:52:55,14,4,13:02:57,14,4,13:07:08,1,25.2,-1.2649605,36.798177700000004,-1.2527958000000001,36.8003131,3267,1614,13.5,708,1075,807,251
19775,3,Business,14,3,12:30:42,14,3,12:46:06,14,3,13:02:45,14,3,13:09:46,14,3,13:38:01,27,24.7,-1.3949989,36.7654761,-1.3244885,36.897791999999995,532,740,14.0,44,1271,179,1695
19776,3,Business,9,3,14:28:24,9,3,14:28:40,9,3,14:39:54,9,3,14:44:01,9,3,15:02:37,2,25.2,-1.2584143,36.8048002,-1.2571472,36.795063299999995,329,409,14.1,27,2627,801,1116
19777,3,Business,6,1,13:12:22,6,1,13:13:31,6,1,13:31:05,6,1,13:49:11,6,1,13:49:39,4,,-1.3167113000000001,36.8301563,-1.3004062,36.829741,635,674,12.0,35,393,328,28
19778,3,Personal,11,4,09:42:33,11,4,09:46:31,11,4,09:50:16,11,4,10:07:50,11,4,10:17:51,6,18.5,-1.299787,36.8335941,-1.3233955,36.856294399999996,532,740,14.0,44,3181,179,601
19779,3,Business,13,3,11:03:37,13,3,11:07:20,13,3,11:10:46,13,3,11:15:02,13,3,11:37:32,9,24.8,-1.2551895,36.7822034,-1.301796,36.8012024,3516,569,14.3,482,1471,933,1350
19780,3,Business,17,5,09:59:34,17,5,10:00:49,17,5,10:07:05,17,5,10:45:02,17,5,10:50:31,17,,-1.2508229,36.7895263,-1.1723835,36.7587976,1270,367,14.4,131,2008,953,329
19781,3,Business,7,3,10:27:00,7,3,10:50:29,7,3,11:04:34,7,3,11:25:12,7,3,11:35:50,4,25.1,-1.2809846999999999,36.8274169,-1.2696908000000002,36.81519,2081,985,14.5,553,2801,909,638
19782,3,Business,8,1,11:59:50,8,1,12:00:24,8,1,12:12:36,8,1,12:16:47,8,1,12:57:29,22,27.8,-1.2761408,36.7710839,-1.3160976999999998,36.913164200000004,3595,2094,14.2,960,3547,217,2442
19783,2,Personal,8,5,13:06:32,8,5,13:17:49,8,5,13:31:10,8,5,14:01:23,8,5,14:21:11,9,21.6,-1.2770071000000003,36.832167,-1.330692,36.84115,126,874,12.4,33,666,360,1188
19784,3,Business,2,3,11:27:28,2,3,11:27:33,2,3,11:27:39,2,3,12:02:08,2,3,12:28:02,15,24.2,-1.300921,36.828195,-1.3882008,36.7699445,3462,1565,14.3,1015,3496,120,1554
19785,2,Personal,25,2,10:38:40,25,2,10:38:54,25,2,10:39:20,25,2,11:35:09,25,2,11:46:54,14,24.0,-1.3007646000000002,36.838754200000004,-1.2433667,36.76094929999999,2266,2262,13.0,257,2463,41,705
19786,1,Personal,20,4,10:01:34,20,4,10:02:05,20,4,10:30:16,20,4,10:40:05,20,4,11:21:40,15,24.4,-1.2131531,36.8334735,-1.301894,36.830993,1155,824,13.0,158,1443,532,2495
19787,3,Business,25,4,15:54:53,25,4,15:59:26,25,4,16:13:20,25,4,16:23:07,25,4,17:02:55,18,,-1.2628638,36.8070399,-1.3390024,36.8746657,925,550,14.5,73,20,276,2388
